ident,type,name,iso_region,iata_code
0NJ6,small_airport,Dix Field,US-NJ,
0NK0,small_airport,Berdick Field,US-NY,
0NK1,small_airport,Spring Brook Airport,US-NY,
0NK2,small_airport,Westwind Farm Airport,US-NY,
0NK3,small_airport,Seven Gullies Airport,US-NY,
0NK6,small_airport,Lapeer Flyer Airport,US-NY,
0NK8,small_airport,Rocky Reef Farm Airport,US-NY,
0NM0,small_airport,Columbus Airport,US-NM,
0NM7,small_airport,Negrito Airstrip,US-NM,
0NY0,small_airport,Bennetts Airport,US-NY,
0NY1,small_airport,Russell Field,US-NY,
0NY3,small_airport,Kermizian Airport,US-NY,
0NY7,small_airport,Murphys Landing Strip,US-NY,
0NY8,small_airport,Wenskoski Field,US-NY,
0O4,small_airport,Corning Municipal Airport,US-CA,
0O9,small_airport,Ward Field,US-CA,
0OH6,small_airport,Fry Field,US-OH,
0OH7,small_airport,Apple Airport,US-OH,
0OH8,small_airport,Fry Airport,US-OH,
0OI2,small_airport,Unger Field,US-OH,
0OI3,small_airport,Galloway Airport,US-OH,
0OI4,small_airport,Salt Box Airport,US-OH,
0OI6,small_airport,Victor's Landing Airport,US-OH,
0OI9,small_airport,Hidden Quarry Airport,US-OH,
0OK0,small_airport,Edmond Airport,US-OK,
0OK1,small_airport,Mckey Airport,US-OK,
0OK3,small_airport,Mckinley Ranch Airport,US-OK,
0OK4,small_airport,Rock Creek Farm Airport,US-OK,
0OK5,small_airport,Chappell Airport,US-OK,
0OK6,small_airport,Ellis/Harvey Airport,US-OK,
0OK9,small_airport,Crystal Airport,US-OK,
0OR3,small_airport,Long Ranch Airport,US-OR,
0OR5,small_airport,East Oregon Cattle Co Airport,US-OR,
0OR6,small_airport,Rome Service Airport,US-OR,
0OR7,small_airport,Marr Field,US-OR,
0OR8,small_airport,Sutton on Rogue Airport,US-OR,
0OR9,small_airport,Hanel Field,US-OR,
0P1,small_airport,Van Pak Airport,US-KS,
0P2,small_airport,Shoestring Aviation Airfield,US-PA,
0PA0,small_airport,Philadelphia Gliderport,US-PA,
0PA2,small_airport,Haunstein Ultralightport,US-PA,
0PA3,small_airport,Robbins Farm Airport,US-PA,
0PA4,small_airport,Ecko Field,US-PA,
0PA5,small_airport,Fisher Airport,US-PA,
0PA6,small_airport,Hostetler Airport,US-PA,
0PN0,small_airport,Fletcher Airport,US-PA,
0PN2,small_airport,Flying Acres Airport,US-PA,
0PN4,small_airport,Kitner Airport,US-PA,
0PN5,small_airport,Nichols Airport,US-PA,
0PN6,small_airport,Memmi Airport,US-PA,
0PN7,small_airport,Drillmore Acres Airport,US-PA,
0PN8,small_airport,Shriver Airport,US-PA,
0PN9,small_airport,Paul Personal Use Airport,US-PA,
0PS0,small_airport,Frederick Airpark,US-PA,
0PS3,small_airport,Carsonville Airport,US-PA,
0PS4,small_airport,Old Orchard Airport,US-PA,
0PS7,small_airport,Harman Airport,US-PA,
0Q3,small_airport,Sonoma Valley Airport,US-CA,
0Q4,small_airport,Selma Airport,US-CA,
0Q9,small_airport,Sonoma Skypark Airport,US-CA,
0R2,small_airport,Lincoln Municipal Airport,US-MO,
0R7,small_airport,The Red River Airport,US-LA,
0R9,small_airport,Plainville Airpark,US-KS,
0S1,small_airport,Meadow Creek Usfs Airport,US-MT,
0S5,small_airport,Nez Perce Municipal Airport,US-ID,
0SD0,small_airport,Lenling Airport,US-SD,
0SD1,small_airport,Lodi Airport,US-SD,
0SD3,small_airport,Bledsoe Ranch Airport,US-SD,
0SD6,small_airport,Oasis Ranch Airport,US-SD,
0SD7,small_airport,Porch Ranch Airport,US-SD,
0SD8,small_airport,Juhnke Airport,US-SD,
0TA1,small_airport,Buddy Harmel Airport,US-TX,
0TA2,small_airport,Smith Farms Airport,US-TX,
0TA3,small_airport,Tate Ranch Airport,US-TX,
0TA4,small_airport,Erco Field,US-TX,
0TA7,small_airport,Alta Vista Ranch Airport,US-TX,
0TA8,small_airport,Womack Plantation Airport,US-TX,
0TE0,small_airport,Robertson Ranch Airport,US-TX,
0TE3,small_airport,Buzz Field,US-TX,
0TE4,small_airport,Hilltop Lakes Airport,US-TX,
0TE5,small_airport,Santa Maria Ranch Airport,US-TX,
0TE6,small_airport,Gorman Airport,US-TX,
0TE7,small_airport,LBJ Ranch Airport,US-TX,JCY
0TN0,small_airport,R & S Buzzard Airport,US-TN,
0TN2,small_airport,Village Airport,US-TN,
0TN5,small_airport,Mc Donald Airport,US-TN,
0TN6,small_airport,Riner Farm Airport,US-TN,
0TS1,small_airport,Dooley Airport,US-TX,
0TS2,small_airport,Ultralight International Ultralightport,US-TX,
0TS4,small_airport,Ullrich Airport,US-TX,
0TS5,small_airport,Lake Bay Gall Airport,US-TX,
0TS7,small_airport,Flying U Airport,US-TX,
0TS8,small_airport,Flying 'K' Ranch Ultralightport,US-TX,
0TX0,small_airport,Nassau Bay Airport,US-TX,
0TX1,small_airport,Pecan Plantation Airport,US-TX,
0TX5,small_airport,Shiloh Airport,US-TX,
0TX6,small_airport,Elm Creek Airpark,US-TX,
0TX8,small_airport,Jacobia Field,US-TX,
0TX9,small_airport,Card Aerodrome,US-TX,
0U0,small_airport,Landmark US Forest Service Airport,US-ID,
0U1,small_airport,Warm Springs Creek Airport,US-ID,
0U2,small_airport,Copper Basin Airport,US-ID,
0U3,small_airport,Mahoney Creek US Forest Service Airport,US-ID,
0U7,small_airport,Hollow Top Airport,US-ID,
0U8,small_airport,May Airport,US-ID,
0U9,small_airport,Lee Williams Memorial Airport,US-ID,
0VA1,small_airport,Johnson Fox Field,US-VA,
0VA2,small_airport,Riverwood Airport,US-VA,
0VA3,small_airport,Hunt Airport,US-VA,
0VA4,small_airport,Worley Field,US-VA,
0VA5,small_airport,Coffman Field,US-VA,
0VA7,small_airport,Flatrock Air Strip,US-VA,
0VA8,small_airport,Jayarz Airport,US-VA,
0VA9,small_airport,Handy Strip,US-VA,
0VI1,small_airport,Brooklyn Airport,US-VA,
0WA1,small_airport,Dwight Field,US-WA,
0WA2,small_airport,Curtis Airport,US-WA,
0WI1,small_airport,Mort's Landing Airport,US-WI,
0WI2,small_airport,Doering Farms Airfield,US-WI,
0WI4,small_airport,Snow Crest Ranch Airport,US-WI,
0WI5,small_airport,Crash In International Airport,US-WI,
0WI6,small_airport,Simandl Field/Private Airport,US-WI,
0WI7,small_airport,With Wings And A Halo Airport,US-WI,
0WI8,small_airport,Oconomowoc Airport,US-WI,
0WI9,small_airport,Mc Manus Hoonch-Na-Shee-Kaw Airport,US-WI,
0WN0,small_airport,Rucilla's Roost Airport,US-WA,
0WN1,small_airport,Shangri-La Airport,US-WA,
0WN2,small_airport,Coopers Landing,US-WA,
0WN5,small_airport,Potts Field,US-WI,
0WN9,small_airport,Wings For Christ Airport,US-WA,
0WY0,small_airport,Freedom Air Ranch Airport,US-WY,
0WY1,small_airport,Dorsey Creek Ranch Airport,US-WY,
0XA4,small_airport,Seven C's Ranch Airport,US-TX,
0XA5,small_airport,74 Ranch Airport,US-TX,
0XA7,small_airport,Bar 3 Ranch Airport,US-TX,
0XS0,small_airport,Diamond H Ranch Airport,US-TX,
0XS1,small_airport,Rodgers Roost Airport,US-TX,
0XS2,small_airport,John Fields Ranch Airport,US-TX,
0XS6,small_airport,Lakeside Beach Airport,US-TX,
0XS7,small_airport,Anacacho Ranch Airport,US-TX,
0XS8,small_airport,Dunbar Ranch Airport,US-TX,
0XS9,small_airport,French Field,US-TX,
0Y4,small_airport,Lambert Fechter Municipal Airport,US-IA,
0Y6,small_airport,Lake Mills Municipal Airport,US-IA,
0Z2,small_airport,Road Commission Nr 1 Airport,US-AK,
10AK,small_airport,Hunt Strip,US-AK,
10AZ,small_airport,Pierce Airport,US-AZ,
10CO,small_airport,Silkman Farms Inc. Airport,US-CO,
10D,small_airport,Winsted Municipal Airport,US-MN,
10F,small_airport,Rosser Ranch Airport,US-TX,
10FA,small_airport,Flying Baron Estates Airport,US-FL,
10FD,small_airport,Seven Feathers Airport,US-FL,
10GA,small_airport,Beaverbrook Aerodrome,US-GA,
10IA,small_airport,Flyers Airport,US-IA,
10ID,small_airport,Flat Top Airstrip,US-ID,
10LA,small_airport,Industrial Helicopters Inc. Airport,US-LA,
10MT,small_airport,Hoolie Airport,US-MT,
10NC,small_airport,Johnston Farm Airport,US-NC,
10ND,small_airport,Smith Strip,US-ND,
10OH,small_airport,Zoellner Airport,US-OH,
10OK,small_airport,Hickory Hills Airport,US-OK,
10OR,small_airport,Stevens Mountain Airport,US-OR,
10TE,small_airport,Gottwald Field,US-TX,
10TN,small_airport,Flatwood Field,US-TN,
10VA,small_airport,Nashs Airport,US-VA,
10WI,small_airport,Buds Landing Airport,US-WI,
10WY,small_airport,Willow Creek Ranch Airport,US-WY,
10XS,small_airport,Flying S Air Ranch Airport,US-TX,
11AK,small_airport,Rocking T. Ranch Airport,US-AK,
11AZ,small_airport,Whetstone Airport,US-AZ,
11CA,small_airport,Turner Field,US-CA,
11CL,small_airport,Hansen Airport,US-CA,
11FA,small_airport,B & L Farms Airport,US-FL,
11FL,small_airport,Williams Field,US-FL,
11II,small_airport,Atterbury Field (Camp Atterbury),US-IN,
11IN,small_airport,Jr's Airport,US-IN,
11LL,small_airport,Thacker Airport,US-IL,
11LS,small_airport,Jasmine Hill Airport,US-LA,
11M,small_airport,Fulton-Itawamba County Airport,US-MS,
11MA,small_airport,Bulljump Airport,US-MA,
11MD,small_airport,Tim's Airport,US-MD,
11MO,small_airport,Redgate Ranch Airport,US-MO,
11MT,small_airport,Lammers Airport,US-MT,
11MU,small_airport,Rocky Top Airfield,US-MO,
11N,small_airport,Candlelight Farms Airport,US-CT,
11NE,small_airport,Kaan Airport,US-NE,
11NK,small_airport,Hop House Airpark,US-NY,
11NY,small_airport,Saikkonen Airport,US-NY,
11OA,small_airport,Hide-A-Way Hills Resort Airport,US-OH,
11OG,small_airport,Unity Airport,US-OR,
11OK,small_airport,Beefor Ranch Airport,US-OK,
11OR,small_airport,Holiday Sky Ranch Airport,US-OR,
11PN,small_airport,Eakin Airport,US-PA,
11S,small_airport,Sekiu Airport,US-WA,
11TE,small_airport,Flying M Ranch Airport,US-TX,
11TN,small_airport,Salem Field,US-TN,
11TS,small_airport,Pt Enterprise D&W Ranch Airport,US-TX,
11TX,small_airport,Butler Airport,US-TX,
11UT,small_airport,Flying R Airport,US-UT,
11VG,small_airport,Devil's Reach Landing Airport,US-VA,
11WA,small_airport,Homeport Airport,US-WA,
11Y,small_airport,Flying Feathers Airport,US-WI,
12A,small_airport,Arkavalley Airport,US-AR,
12AR,small_airport,Gibbons Airport,US-AR,
12AZ,small_airport,Ranta Strip,US-AZ,
12CA,small_airport,Faber Vineyards Airport,US-CA,
12CL,small_airport,Newton Field,US-CA,
12CN,small_airport,Richter Airport,US-CA,
12CO,small_airport,Omega 1 STOLport,US-CO,
12IA,small_airport,Plueger Airfield,US-IA,
12ID,small_airport,Flying B Ranch Landing Strip,US-ID,
12II,small_airport,Pentecost Airport,US-IN,
12IL,small_airport,Hawker Airport,US-IL,
12IN,small_airport,J & S Field,US-IN,
12KS,small_airport,Sooter Airport,US-KS,
12KY,small_airport,John M. Foree Airport,US-KY,
12LA,small_airport,Kml Airport,US-LA,
12LS,small_airport,Hains Airstrip,US-LA,
12ME,small_airport,Ridgeview Airport,US-ME,
12MI,small_airport,John's Airport,US-MI,
12MO,small_airport,Ferguson Farms Airport,US-MO,
12MS,small_airport,Green Acres Airport,US-MS,
12MT,small_airport,Lincolns Field,US-MT,
12NC,small_airport,Atlantic Field Mcolf Airport,US-NC,
12ND,small_airport,Pietschtree Airstrip,US-ND,
12NE,small_airport,Reisig Brothers Airport,US-NE,
12NH,small_airport,Gile Pond Airport,US-NH,
12NK,small_airport,Westport Airport,US-NY,
12OH,small_airport,Mcgregor Airfield,US-OH,
12OR,small_airport,Skinner Ranch Airport,US-OR,
12S,small_airport,Monument Municipal Airport,US-OR,
12SC,small_airport,Over the Hill Airport,US-SC,
12TE,small_airport,Curtis Ranch Field,US-TX,
12TN,small_airport,Riley Creek Airport,US-TN,
12TS,small_airport,Blo Airport,US-TX,
12TX,small_airport,Griffin Airport,US-TX,
12VA,small_airport,Hop-Along Airport,US-VA,
12WA,small_airport,Fowlers Nw 40 Airport,US-WA,
12WT,small_airport,Walker Airport,US-WA,
12WV,small_airport,Crazy Horse Airport,US-WV,
12WY,small_airport,Black Diamond Airport,US-WY,
12XA,small_airport,Wood Farm Airfield,US-TX,
12XS,small_airport,Mc Croskey Field,US-AR,
13AK,small_airport,Satterbergs Airport,US-AK,
13AZ,small_airport,Waltenberry Field Ultralightport,US-AZ,
13CL,small_airport,Maine Prairie Airport,US-CA,
13FA,small_airport,Earle Airpark,US-FL,
13GA,small_airport,Oak Ridge Plantation Airport,US-GA,
13GE,small_airport,Holt Airpark,US-GA,
13IA,small_airport,Hillside Stables Airport,US-IA,
13ID,small_airport,Silva Ranch Airport,US-ID,
13IN,small_airport,Gage Airport,US-IN,
13KS,small_airport,Daniel's Landing Airport,US-KS,
13KY,small_airport,Miles Airport,US-KY,
13LS,small_airport,Tee Brad's Airport,US-LA,
13MA,small_airport,Metropolitan Airport,US-MA,PMX
13ME,small_airport,Socatean Bay Airport,US-ME,
13MN,small_airport,Melby Airport,US-MN,
13MO,small_airport,Domeyer Airport,US-MO,
13MS,small_airport,Greener Pastures Airpark,US-MS,
13MT,small_airport,Sorenson Airport,US-MT,
13N,small_airport,Trinca Airport,US-NJ,
13NC,small_airport,Oak Grove Marine Corps Outlying Field,US-NC,
13NE,small_airport,Hock Airport,US-NE,
13NM,small_airport,Beaverhead Airstrip,US-NM,
13OR,small_airport,Aubrey Mountain Airstrip,US-OR,
13PA,small_airport,Rigrtona Airport,US-PA,
13PN,small_airport,Richland Acres Ultralightport,US-PA,
13Q,small_airport,Jewett Mesa Airport,US-NM,
13TE,small_airport,Varisco Airport,US-TX,
13TS,small_airport,Van Es Ranch Airport,US-TX,
13TX,small_airport,Allison Ranch Airport,US-TX,
13W,small_airport,Camano Island Airfield,US-WA,
13WI,small_airport,Nowatzski Field,US-WI,
13Y,small_airport,Littlefork Muni/Hanover Airport,US-MN,
14AK,small_airport,Four Corners Airport,US-AK,
14AR,small_airport,Rice-Bell Field Airport,US-AR,
14AZ,small_airport,Ruby Star Airpark,US-AZ,
14CO,small_airport,Good Pasture Airport,US-CO,
14FA,small_airport,Burrs Strip,US-FL,
14FD,small_airport,Sunshine Farms Airport,US-FL,
14I,small_airport,Bloom Airport,US-OH,
14ID,small_airport,Peaceful Cove Airport,US-ID,
14KS,small_airport,G & S Space Port Airport,US-KS,
14KY,small_airport,Blue Haven Farm Airport,US-KY,
14ME,small_airport,Ring Hill Airport,US-ME,
14MI,small_airport,East-West Paris Airport,US-MI,
14MS,small_airport,Rose Field,US-MS,
14MT,small_airport,Holland Ranch Airport,US-MT,
14N,small_airport,Beltzville Airport,US-PA,
14NC,small_airport,Camp Davis Mcolf Airport,US-NC,
14ND,small_airport,Hagen Private Airport,US-ND,
14NK,small_airport,Mountain View Airport,US-NY,
14OH,small_airport,Heilman Airport,US-OH,
14OI,small_airport,Pleasant Home Gliding Club Gliderport,US-OH,
14P,small_airport,Boggs Field,US-WV,
14PA,small_airport,Dimascio Field,US-PA,
14PS,small_airport,Hideaway Ultralightport,US-PA,
14S,small_airport,Westport Airport,US-WA,
14TA,small_airport,Dean Ranch Airport,US-TX,
14TE,small_airport,Smith I-Ranch Airport,US-TX,
14TS,small_airport,O S Wyatt Airport,US-TX,
14TX,small_airport,Keyes Ranch Airport,US-TX,
14VA,small_airport,Krens Farm Airport,US-VA,
14WA,small_airport,Lz Ranch Airport,US-WA,
14WS,small_airport,Lakewood Lodge Airport,US-WI,
14XA,small_airport,Sherman (Frog Pond) Airport,US-TX,
14XS,small_airport,Isbell Ranch Airport,US-TX,
15A,small_airport,Mark Reynolds/North Mobile County Airport,US-AL,
15AK,small_airport,Golden North Airfield,US-AK,
15AR,small_airport,Taylor Airport,US-AR,
15AZ,small_airport,Quail Mesa Ranch Airport,US-AZ,
15CL,small_airport,Hunt Farms Airport,US-CA,
15FD,small_airport,Orange Hill Airport,US-FL,
15FL,small_airport,Cannon Creek Airpark,US-FL,
15G,small_airport,Weltzien Skypark Airport,US-OH,
15GA,small_airport,Darla's Airport,US-GA,
15IA,small_airport,Stella Airport,US-IA,
15ID,small_airport,Scanlon Airport,US-ID,
15IL,small_airport,Gittleson Farms Airport,US-IL,
15IN,small_airport,Bugtown Airport,US-IN,
15KS,small_airport,Sickler Airstrip,US-KS,
15KY,small_airport,Brennan Farm Airport,US-KY,
15LL,small_airport,Cloverleaf Ranch Airport,US-IL,
15MA,small_airport,Canapitsit Airport,US-MA,
15ME,small_airport,Eagle Field,US-ME,
15MN,small_airport,Tyler Farms Airport,US-MN,
15MO,small_airport,Applegate Airport,US-MO,
15MT,small_airport,Saubak Airport,US-MT,
15N,small_airport,Jenkins Airport,US-DE,
15NC,small_airport,Dragonfly Field,US-NC,
15NE,small_airport,Sindt Airport,US-NE,
15PA,small_airport,Cavage Personal Use Airport,US-PA,
15S,small_airport,Lester State Ultralightport,US-WA,
15TA,small_airport,J R Ranch Airport,US-TX,
15VA,small_airport,Fox Acres Airport,US-VA,
15W,small_airport,Dennis Farms Airport,US-MI,
15WA,small_airport,Sunset Airport,US-WA,
15WI,small_airport,Peterson Field,US-WI,
15XS,small_airport,Toy Airpark,US-TX,
16A,small_airport,Nunapitchuk Airport,US-AK,NUP
16AK,small_airport,Gattis Strip,US-AK,
16AR,small_airport,Heifer Creek Ranch Airport,US-AR,
16AZ,small_airport,Yav'pe Ma'ta Airport,US-AZ,
16CO,small_airport,Dry Pen Airport,US-CO,
16FA,small_airport,Little Deer Airport,US-FL,
16FD,small_airport,Skinners Wholesale Nursery Airport,US-FL,
16FL,small_airport,J-22 Ranch Airport,US-FL,
16IA,small_airport,Stangl STOLport,US-IA,
16II,small_airport,Harrington Field,US-IN,
16IL,small_airport,Harold Bunger Airport,US-IL,
16IS,small_airport,Kellums Airport,US-IL,
16MD,small_airport,High Valley Airport,US-MD,
16MI,small_airport,Barnstormers 5 Airport,US-MI,
16MO,small_airport,Findley Field,US-MO,
16MT,small_airport,Bangart Field,US-MT,
16NC,small_airport,Lee's Airport,US-NC,
16NE,small_airport,Korver Airport,US-NE,
16OI,small_airport,Trump Airport,US-OH,
16PA,small_airport,Gregg Airport,US-PA,
16S,small_airport,Myrtle Creek Municipal Airport,US-OR,
16SC,small_airport,Southern Aero Sports Airport,US-SC,
16TA,small_airport,Seven Springs Airport,US-TX,
16TE,small_airport,Holly Lake Ranch Airport,US-TX,
16TS,small_airport,Pineridge STOLport,US-TX,
16W,small_airport,Little Goose Lock and Dam Airport,US-WA,
16WA,small_airport,Tightcliff Airport,US-WA,
16X,small_airport,Propwash Airport,US-TX,
16XS,small_airport,Outlaw Flyers Airport,US-TX,
17AR,small_airport,Bredlow Farm Airport,US-AR,
17CL,small_airport,Las Trancas Airport,US-CA,
17CO,small_airport,Skylane Ranch Airport,US-CO,
17FA,small_airport,Cotton Strip,US-FL,
17FL,small_airport,Jumbolair-Greystone Airport,US-FL,
17GA,small_airport,Panther Creek Airport,US-GA,
17ID,small_airport,Coyote Ridge Airport,US-ID,
17II,small_airport,Dreessen Field,US-IN,
17IN,small_airport,Pruss Airport,US-IN,
17KS,small_airport,Tevis Airport,US-KS,
17KY,small_airport,Lester Airfield,US-KY,
17LL,small_airport,Oink Acres Airport,US-IL,
17LS,small_airport,Yankee Field,US-LA,
17ME,small_airport,Bresett'S Mountainside Airport,US-ME,
17MO,small_airport,Rgl Field,US-MO,
17MT,small_airport,Abel Ranch Airport,US-MT,
17MU,small_airport,B-B Airfield,US-MO,
17NC,small_airport,Mitchell Field,US-NC,
17NK,small_airport,Re-Dun Field,US-NY,
17OH,small_airport,Kosik Private Airport,US-OH,
17OI,small_airport,Haas Airport,US-OH,
17OR,small_airport,Glide Aero Airport,US-OR,
17PS,small_airport,Mountain Crest Airport,US-PA,
17S,small_airport,Chehalem Airpark,US-OR,
17SC,small_airport,Carolina Cow Country Airport,US-SC,
17SD,small_airport,Stone's Conservation Airport,US-SD,
17TE,small_airport,Comfort Airpark,US-TX,
17TN,small_airport,Murphy Field,US-TN,
17TX,small_airport,Kimzey Airport,US-TX,
17U,small_airport,Jake Garn Airport,US-UT,
17WI,small_airport,Ha-Rail Airport,US-WI,
17XA,small_airport,Jacksonville / Hunter Field,US-TX,
17XS,small_airport,Quahadi Ranch Airport,US-TX,
18AA,small_airport,18 Meadows Aerodrome,US-AK,
18AR,small_airport,Buck Mountain Airport,US-AR,
18AZ,small_airport,Sky Ranch At Carefree Airport,US-AZ,
18CL,small_airport,Bowles Airport,US-CA,
18FD,small_airport,Skypark Estates Owners Assoc Airport,US-FL,
18GA,small_airport,Sleepy Hollow Airport,US-GA,
18II,small_airport,Mc Gill Airport,US-IN,
18IN,small_airport,Kester Fly Inn Airport,US-IN,
18JY,small_airport,Skamokawa East Valley Airport,US-WA,
18K,small_airport,Fowler Airport,US-KS,
18KS,small_airport,Cherokee Strip,US-KS,
18ME,small_airport,Ruby Airport,US-ME,
18MN,small_airport,Hines Farm Airport,US-MN,
18MO,small_airport,Gimlin Airport,US-MO,
18MT,small_airport,Fish Ranch Airport,US-MT,
18NC,small_airport,Lanni Field,US-NC,
18NE,small_airport,Doc's Airport,US-NE,
18NY,small_airport,Strip in the Woods Airport,US-NY,
18OH,small_airport,Jer-Mar Airpark,US-OH,
18OI,small_airport,Boggy Bottoms Airport,US-OH,
18OR,small_airport,Red's Field,US-OR,
18PA,small_airport,Slack Airport,US-PA,
18PN,small_airport,Spud View Airport,US-PA,
18SC,small_airport,Connelly Field,US-SC,
18TA,small_airport,West Kerr Ranch Airport,US-TX,
18TE,small_airport,Alert Field,US-TX,
18TX,small_airport,Flying 'T' Ranch Airport,US-TX,
18WV,small_airport,Lynn Airport,US-WV,
18XA,small_airport,Lantana Ridge Airport,US-TX,
18XS,small_airport,Gardner Farm Airport,US-TX,
18Y,small_airport,Milaca Municipal Airport,US-MN,
19AK,small_airport,Icy Bay Airport,US-AK,ICY
19AR,small_airport,Naylor field,US-AR,
19AZ,small_airport,Montezuma Airport,US-AZ,
19GA,small_airport,Willow Pond Aviation Inc Airport,US-GA,
19IA,small_airport,Ancam Antique Airfield,US-IA,
19IN,small_airport,Clark Airport,US-IN,
19IS,small_airport,Skillet Fork Farm Airport,US-IL,
